"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"4B29DYW6","journalArticle","2018","Wang, Runsheng; Dasgupta, Abhijit; Ward, Michael M","Comparative efficacy of tumor necrosis factor-<span class=""nocase"">α</span> inhibitors in ankylosing spondylitis: a systematic review and bayesian network metaanalysis","The Journal of Rheumatology","","","10.3899/jrheum.170224","https://dx.doi.org/10.3899/jrheum.170224","OBJECTIVE: To compare the efficacy of 6 tumor necrosis factor-alpha inhibitors (TNFi) in treatment of ankylosing spondylitis (AS) at 12 weeks and 24 weeks. METHODS: We performed a systematic literature review of randomized controlled trials of TNFi in patients with active AS. We included trials that reported efficacy at 10 to 14 weeks (12-week analysis) and at 24 to 30 weeks (24-week analysis). We used Bayesian network metaanalysis (NMA) to compare their relative efficacy to improve the Bath Ankylosing Spondylitis Disease Activity Index (BASDAI), Bath Ankylosing Spondylitis Functional Index (BASFI), and C-reactive protein (CRP) level. RESULTS: We included 20 trials of 6 TNFi, with 43 treatment arms and 3220 participants. All TNFi were significantly better than placebo in reducing BASDAI and BASFI at 12 weeks and 24 weeks; all but certolizumab pegol (CZP) were statistically better than placebo in reducing CRP at 12 weeks; all but CZP and infliximab-dyyb (IFX biosimilar) were significantly better than placebo in reducing CRP at 24 weeks. IFX was superior to the other TNFi in decreasing BASDAI at 12 weeks, but not at 24 weeks. Excluding 1 open-label trial, there were no differences among TNFi. CONCLUSION: Based on this NMA of clinical trials, IFX was superior to other TNFi in reducing BASDAI at 12 weeks, but sensitive to inclusion of an open-label trial, and its efficacy was diminished at 24 weeks. The analysis was limited by few direct comparison trials. Further study of relative safety and longterm effectiveness will help inform the choice of TNFi in treating active AS.","2018-01","2024-05-29 13:43:03","2024-05-29 13:43:03","","481–490","","4","45","","The Journal of Rheumatology","","","","","","The Journal of Rheumatology","","","","","","","","","Citation Key: Wang:2018 tex.date-added: 2018-02-20 06:43:06 +0000 tex.date-modified: 2018-02-20 06:47:38 +0000 tex.howpublished: aheadofprint","","","http://dx.doi.org/10.3899/jrheum.170224","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MHYLN2YN","journalArticle","2008","Barbarotto, Elisa; Secchiero, Paola; Dasgupta, Abhijit; Fortina, Paolo; Calin, George A; Hyslop, Terry","MicroRNAs as new players in the genomic galaxy and disease puzzles.","Clinical And Translational Science","","1752-8062 (Electronic)","","","MicroRNAs (miRNAs) are a large family of short, single-stranded, highly conserved noncoding RNAs involved in gene regulation that can regulate gene expression through sequence-specific base pairing with target messenger RNAs (mRNAs). miRNAs have been implicated in the development of a wide variety of cancers as well as heart disease and other diseases. This review describes the role of miRNAs in human disease, methodology for evaluating miRNA gene expression, and the potential role of miRNAs as therapeutic agents and targets for the treatment of disease.","2008-05","2024-05-29 13:43:03","2024-05-29 13:43:03","","50-6","","","1","","","","","","","","","","","","","","","","","Place: United States tex.owner: abhijit tex.timestamp: 2016.02.06","","","","Humans; Gene Expression Profiling; Animals; *Gene Expression Regulation; Biological; Caenorhabditis elegans; Gene Expression Regulation; Genomics/*methods; Heart Diseases/*metabolism; MicroRNAs/*metabolism; Models; Neoplasms/*metabolism; Neoplastic; Tissue Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HHMLB55W","journalArticle","2013","Bethi, Siddharth; Dasgupta, Abhijit; Weisman, Michael H; Learch, Thomas J; Gensler, Lianne S; Davis, John C Jr; Reveille, John D; Ward, Michael M","Functional limitations due to axial and peripheral joint impairments in patients with ankylosing spondylitis: are focused measures more informative?","Arthritis Care & Research","","","","","OBJECTIVE: Functional limitations in ankylosing spondylitis (AS) may be due to peripheral joint or axial involvement. To determine if the Bath Ankylosing Spondylitis Functional Index (BASFI), an axial-focused measure, can detect limitations related to peripheral joint involvement equally as well as the Health Assessment Questionnaire modified for the spondyloarthropathies (HAQ-S), a peripheral arthritis-focused measure, and vice versa, we compared associations of each questionnaire with spinal and hip range of motion, peripheral arthritis, and enthesitis in patients with AS. METHODS: We examined patients every 4-6 months in this prospective longitudinal study. We used mixed linear models to analyze the associations between 10 physical examination measures and the BASFI and HAQ-S. RESULTS: We studied 411 patients for a median of 1.5 years (median 3 visits). In multivariate analyses, cervical rotation, chest expansion, lateral thoracolumbar flexion, hip motion, tender joint count, and tender enthesis count were equally strongly associated with the BASFI and HAQ-S. Peripheral joint swelling was more strongly associated with the HAQ-S. Individual items of the BASFI were more likely than items of the HAQ-S to be associated with unrelated physical examination measures (e.g., the association between difficulty rising from a chair and cervical rotation), which may have diminished the axial/peripheral distinction for the BASFI. CONCLUSION: The BASFI and HAQ-S had similar associations with impairments in axial measures, while the HAQ-S had stronger associations with the number of swollen peripheral joints. The HAQ-S should be considered for use in studies focused on spondyloarthritis with peripheral joint involvement.","2013-04","2024-05-29 13:43:03","2024-05-29 13:43:03","","607-14","","","65","","","","","","","","","","","","","","","","","Place: United States tex.owner: abhijit tex.pmcid: PMC3567248 tex.timestamp: 2016.02.06","","","","Female; Humans; Adult; Male; Prospective Studies; Surveys and Questionnaires; Follow-Up Studies; *Activities of Daily Living; *Disability Evaluation; *Range of Motion; Ankylosing/diagnosis/physiopathology/*rehabilitation; Articular; Joints/*physiopathology; Pain Measurement/*methods; Severity of Illness Index; Spondylitis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XDHXUZRG","journalArticle","2010","Bonita, Raphael E; Raake, Philip W; Otis, Nicholas J; Chuprun, J Kurt; Spivack, Talya; Dasgupta, Abhijit; Whellan, David J; Mather, Paul J; Koch, Walter J","Dynamic changes in lymphocyte GRK2 levels in cardiac transplant patients: a biomarker for left ventricular function.","Clinical And Translational Science","","","","","G protein-coupled receptor kinase 2 (GRK2), which is upregulated in the failing human myocardium, appears to have a role in heart failure (HF) pathogenesis. In peripheral lymphocytes, GRK2 expression has been shown to reflect myocardial levels. This study represents an attempt to define the role for GRK2 as a potential biomarker of left ventricular function in HF patients. We obtained blood from 24 HF patients before and after heart transplantation and followed them for up to 1 year, also recording hemodynamic data and histological results from endomyocardial biopsies. We determined blood GRK2 protein by Western blotting and enzyme-linked immunosorbent assay. GRK2 levels were obtained before transplant and at first posttransplant biopsy. GRK2 levels significantly declined after transplant and remained low over the course of the study period. After transplantation, we found that blood GRK2 significantly dropped and remained low consistent with improved cardiac function in the transplanted heart. Blood GRK2 has potential as a biomarker for myocardial function in end-stage HF.","2010-02","2024-05-29 13:43:03","2024-05-29 13:43:03","","14-8","","","3","","","","","","","","","","","","","","","","","Place: United States tex.owner: abhijit tex.pmcid: PMC3040896 tex.timestamp: 2016.02.06","","","","Female; Humans; Adult; Aged; Hemodynamics; Male; Middle Aged; *Ventricular Function; Biomarkers/*metabolism; Blotting; Cytosol/metabolism; Enzyme-Linked Immunosorbent Assay; G-Protein-Coupled Receptor Kinase 2/*metabolism; Heart Failure/blood/*therapy; Heart Transplantation/*methods; Left; Lymphocytes/cytology; Myocardium/metabolism/pathology; Western","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZIL3W5UV","journalArticle","2014","Chen, Zhen-Xia; Sturgill, David; Qu, Jiaxin; Jiang, Huaiyang; Park, Soo; Boley, Nathan; Suzuki, Ana Maria; Fletcher, Anthony R; Plachetzki, David C; FitzGerald, Peter C; Artieri, Carlo G; Atallah, Joel; Barmina, Olga; Brown, James B; Blankenburg, Kerstin P; Clough, Emily; Dasgupta, Abhijit; Gubbala, Sai; Han, Yi; Jayaseelan, Joy C; Kalra, Divya; Kim, Yoo-Ah; Kovar, Christie L; Lee, Sandra L; Li, Mingmei; Malley, James D; Malone, John H; Mathew, Tittu; Mattiuzzo, Nicolas R; Munidasa, Mala; Muzny, Donna M; Ongeri, Fiona; Perales, Lora; Przytycka, Teresa M; Pu, Ling-Ling; Robinson, Garrett; Thornton, Rebecca L; Saada, Nehad; Scherer, Steven E; Smith, Harold E; Vinson, Charles; Warner, Crystal B; Worley, Kim C; Wu, Yuan-Qing; Zou, Xiaoyan; Cherbas, Peter; Kellis, Manolis; Eisen, Michael B; Piano, Fabio; Kionte, Karin; Fitch, David H; Sternberg, Paul W; Cutter, Asher D; Duff, Michael O; Hoskins, Roger A; Graveley, Brenton R; Gibbs, Richard A; Bickel, Peter J; Kopp, Artyom; Carninci, Piero; Celniker, Susan E; Oliver, Brian; Richards, Stephen","Comparative validation of the D. melanogaster modENCODE transcriptome annotation.","Genome Research","","","","","Accurate gene model annotation of reference genomes is critical for making them useful. The modENCODE project has improved the D. melanogaster genome annotation by using deep and diverse high-throughput data. Since transcriptional activity that has been evolutionarily conserved is likely to have an advantageous function, we have performed large-scale interspecific comparisons to increase confidence in predicted annotations. To support comparative genomics, we filled in divergence gaps in the Drosophila phylogeny by generating draft genomes for eight new species. For comparative transcriptome analysis, we generated mRNA expression profiles on 81 samples from multiple tissues and developmental stages of 15 Drosophila species, and we performed cap analysis of gene expression in D. melanogaster and D. pseudoobscura. We also describe conservation of four distinct core promoter structures composed of combinations of elements at three positions. Overall, each type of genomic feature shows a characteristic divergence rate relative to neutral models, highlighting the value of multispecies alignment in annotating a target genome that should prove useful in the annotation of other high priority genomes, especially human and other mammalian genomes that are rich in noncoding sequences. We report that the vast majority of elements in the annotation are evolutionarily conserved, indicating that the annotation will be an important springboard for functional genetic testing by the Drosophila community.","2014-07","2024-05-29 13:43:03","2024-05-29 13:43:03","","1209-23","","","24","","","","","","","","","","","","","","","","","Place: United States tex.owner: abhijit tex.pmcid: PMC4162429 tex.timestamp: 2016.02.06","","","","Female; Humans; Male; Cluster Analysis; Reproducibility of Results; Animals; *Gene Expression Profiling; *Molecular Sequence Annotation; *Transcriptome; Computational Biology/*methods; Drosophila melanogaster/classification/*genetics; Evolution; Exons; Genetic; Genome; Insect; Molecular; Nucleotide Motifs; Phylogeny; Position-Specific Scoring Matrices; Promoter Regions; RNA Editing; RNA Splice Sites; RNA Splicing; Transcription Initiation Site","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S8VPFLKN","journalArticle","2009","Costantino, Christina L; Witkiewicz, Agnieszka K; Kuwano, Yuki; Cozzitorto, Joseph A; Kennedy, Eugene P; Dasgupta, Abhijit; Keen, Judith C; Yeo, Charles J; Gorospe, Myriam; Brody, Jonathan R","The role of HuR in gemcitabine efficacy in pancreatic cancer: HuR Up-regulates the expression of the gemcitabine metabolizing enzyme deoxycytidine kinase.","Cancer Research","","","","","RNA-binding protein HuR binds U- or AU-rich sequences in the 3'-untranslated regions of target mRNAs, stabilizing them and/or modulating their translation. Given the links of HuR with cancer, we studied the consequences of modulating HuR levels in pancreatic cancer cells. HuR-overexpressing cancer cells, in some instances, are roughly up to 30-fold more sensitive to treatment with gemcitabine, the main chemotherapeutic component of treatment regimens for pancreatic ductal adenocarcinoma (PDA), compared with control cells. In pancreatic cancer cells, HuR associates with deoxycytidine kinase (dCK) mRNA, which encodes the enzyme that metabolizes and thereby activates gemcitabine. Gemcitabine exposure to pancreatic cancer cells enriches the association between HuR and dCK mRNA and increases cytoplasmic HuR levels. Accordingly, HuR overexpression elevates, whereas HuR silencing reduces, dCK protein expression in pancreatic cancer cells. In a clinical correlate study of gemcitabine treatment, we found a 7-fold increase in risk of mortality in PDA patients with low cytoplasmic HuR levels compared with patients with high HuR levels, after adjusting for other treatments and demographic variables. These data support the notion that HuR is a key mediator of gemcitabine efficacy in cancer cells, at least in part through its ability to regulate dCK levels posttranscriptionally. We propose that HuR levels in PDA modulate the therapeutic efficacy of gemcitabine, thus serving as a marker of the clinical utility of this common chemotherapeutic agent and a potential target for intervention in pancreatic cancer.","2009-06","2024-05-29 13:43:03","2024-05-29 13:43:03","","4567-72","","","69","","","","","","","","","","","","","","","","","Place: United States tex.owner: abhijit tex.timestamp: 2016.02.06","","","","Humans; Treatment Outcome; Time Factors; Drug Resistance; Biomarkers; Gene Expression Regulation; Antigens; Antimetabolites; Antineoplastic/therapeutic use; Carcinoma; Cultured; Cytarabine/therapeutic use; Deoxycytidine Kinase/*genetics/metabolism; Deoxycytidine/*analogs \& derivatives/pharmacokinetics/therapeutic use; ELAV Proteins; ELAV-Like Protein 1; Inactivation; Metabolic/genetics; Neoplasm/genetics; Neoplastic/drug effects; Pancreatic Ductal/*drug therapy/*genetics; Pancreatic Neoplasms/*drug therapy/*genetics; RNA-Binding Proteins/genetics/*physiology; Surface/genetics/*physiology; Tumor Cells; Tumor/genetics/physiology; Up-Regulation/drug effects","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"94P8FCWC","journalArticle","2011","Dasgupta, Abhijit; Sun, Yan V; Konig, Inke R; Bailey-Wilson, Joan E; Malley, James D","Brief review of regression-based and machine learning methods in genetic epidemiology: the Genetic Analysis Workshop 17 experience.","Genetic Epidemiology","","","","","Genetics Analysis Workshop 17 provided common and rare genetic variants from exome sequencing data and simulated binary and quantitative traits in 200 replicates. We provide a brief review of the machine learning and regression-based methods used in the analyses of these data. Several regression and machine learning methods were used to address different problems inherent in the analyses of these data, which are high-dimension, low-sample-size data typical of many genetic association studies. Unsupervised methods, such as cluster analysis, were used for data segmentation and, subset selection. Supervised learning methods, which include regression-based methods (e.g., generalized linear models, logic regression, and regularized regression) and tree-based methods (e.g., decision trees and random forests), were used for variable selection (selecting genetic and clinical features most associated or predictive of outcome) and prediction (developing models using common and rare genetic variants to accurately predict outcome), with the outcome being case-control status or quantitative trait value. We include a discussion of cross-validation for model selection and assessment, and a description of available software resources for these methods.","2011","2024-05-29 13:43:03","2024-05-29 13:43:03","","S5-11","","","35 Suppl 1","","","","","","","","","","","","","","","","","Place: United States tex.owner: abhijit tex.pmcid: PMC3345521 tex.timestamp: 2016.02.06","","","","Humans; Cluster Analysis; Algorithms; *Regression Analysis; Artificial Intelligence; Congresses as Topic; Decision Trees; Genetics; Molecular Epidemiology/*methods","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F2QCI67Q","journalArticle","2014","Dasgupta, Abhijit; Szymczak, Silke; Moore, Jason H; Bailey-Wilson, Joan E; Malley, James D","Risk estimation using probability machines.","BioData Mining","","1756-0381 (Linking)","","","BACKGROUND: Logistic regression has been the de facto, and often the only, model used in the description and analysis of relationships between a binary outcome and observed features. It is widely used to obtain the conditional probabilities of the outcome given predictors, as well as predictor effect size estimates using conditional odds ratios. RESULTS: We show how statistical learning machines for binary outcomes, provably consistent for the nonparametric regression problem, can be used to provide both consistent conditional probability estimation and conditional effect size estimates. Effect size estimates from learning machines leverage our understanding of counterfactual arguments central to the interpretation of such estimates. We show that, if the data generating model is logistic, we can recover accurate probability predictions and effect size estimates with nearly the same efficiency as a correct logistic model, both for main effects and interactions. We also propose a method using learning machines to scan for possible interaction effects quickly and efficiently. Simulations using random forest probability machines are presented. CONCLUSIONS: The models we propose make no assumptions about the data structure, and capture the patterns in the data by just specifying the predictors involved and not any particular model structure. So they do not run the same risks of model mis-specification and the resultant estimation biases as a logistic model. This methodology, which we call a ""risk machine"", will share properties from the statistical machine that it is derived from.","2014","2024-05-29 13:43:03","2024-05-29 13:43:03","","2","","","7","","BioData Mining","","","","","","","","","","","","","","","Place: England tex.owner: abhijit tex.pmcid: PMC4015350 tex.timestamp: 2016.02.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EIHEU3X8","journalArticle","2014","Greenstein, Deanna; Kataria, Rachna; Gochman, Peter; Dasgupta, Abhijit; Malley, James D; Rapoport, Judith; Gogtay, Nitin","Looking for childhood-onset schizophrenia: diagnostic algorithms for classifying children and adolescents with psychosis.","Journal of Child and Adolescent Psychopharmacology","","","","","OBJECTIVE: Among children ¡13 years of age with persistent psychosis and contemporaneous decline in functioning, it is often difficult to determine if the diagnosis of childhood onset schizophrenia (COS) is warranted. Despite decades of experience, we have up to a 44% false positive screening diagnosis rate among patients identified as having probable or possible COS; final diagnoses are made following inpatient hospitalization and medication washout. Because our lengthy medication-free observation is not feasible in clinical practice, we constructed diagnostic classifiers using screening data to assist clinicians practicing in the community or academic centers. METHODS: We used cross-validation, logistic regression, receiver operating characteristic (ROC) analysis, and random forest to determine the best algorithm for classifying COS (n=85) versus histories of psychosis and impaired functioning in children and adolescents who, at screening, were considered likely to have COS, but who did not meet diagnostic criteria for schizophrenia after medication washout and inpatient observation (n=53). We used demographics, clinical history measures, intelligence quotient (IQ) and screening rating scales, and number of typical and atypical antipsychotic medications as our predictors. RESULTS: Logistic regression models using nine, four, and two predictors performed well with positive predictive values¿90%, overall accuracy¿77%, and areas under the curve (AUCs)¿86%. CONCLUSIONS: COS can be distinguished from alternate disorders with psychosis in children and adolescents; greater levels of positive and negative symptoms and lower levels of depression combine to make COS more likely. We include a worksheet so that clinicians in the community and academic centers can predict the probability that a young patient may be schizophrenic, using only two ratings.","2014-09","2024-05-29 13:43:03","2024-05-29 13:43:03","","366-73","","","24","","","","","","","","","","","","","","","","","Place: United States tex.owner: abhijit tex.pmcid: PMC4162429 tex.timestamp: 2016.02.06","","","","Female; Humans; Male; ROC Curve; Adolescent; Logistic Models; *Algorithms; *Predictive Value of Tests; Antipsychotic Agents/therapeutic use; Child; Childhood/*diagnosis/drug therapy; Intelligence Tests; Psychiatric Status Rating Scales; Psychotic Disorders/*diagnosis/drug therapy; Schizophrenia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YA9EICA4","journalArticle","2010","Gu, Lei; Vogiatzi, Paraskevi; Puhr, Martin; Dagvadorj, Ayush; Lutz, Jacqueline; Ryder, Amy; Addya, Sankar; Fortina, Paolo; Cooper, Carlton; Leiby, Benjamin; Dasgupta, Abhijit; Hyslop, Terry; Bubendorf, Lukas; Alanen, Kalle; Mirtti, Tuomas; Nevalainen, Marja T","Stat5 promotes metastatic behavior of human prostate cancer cells in vitro and in vivo.","Endocrine-related cancer","","","","","There are no effective therapies for disseminated prostate cancer. Constitutive activation of Stat5 in prostate cancer is associated with cancer lesions of high histological grade. We have shown that Stat5 is activated in 61% of distant metastases of clinical prostate cancer. Active Stat5 increased metastases formation of prostate cancer cells in nude mice by 11-fold in an experimental metastases assay. Active Stat5 promoted migration and invasion of prostate cancer cells, and induced rearrangement of the microtubule network. Active Stat5 expression was associated with decreased cell surface E-cadherin levels, while heterotypic adhesion of prostate cancer cells to endothelial cells was stimulated by active Stat5. Activation of Stat5 and Stat5-induced binding of prostate cancer cells to endothelial cells were decreased by inhibition of Src but not of Jak2. Gene expression profiling indicated that 21% of Stat5-regulated genes in prostate cancer cells were related to metastases, while 7.9% were related to proliferation and 3.9% to apoptosis. The work presented here provides the first evidence of Stat5 involvement in the induction of metastatic behavior of human prostate cancer cells in vitro and in vivo. Stat5 may provide a therapeutic target protein for disseminated prostate cancer.","2010-06","2024-05-29 13:43:03","2024-05-29 13:43:03","","481-93","","","17","","","","","","","","","","","","","","","","","Place: England tex.owner: abhijit tex.timestamp: 2016.02.06","","","","Humans; Male; Animals; Gene Expression Regulation; Cultured; Neoplastic/drug effects; Carcinoma/genetics/metabolism/*pathology; Cells; Janus Kinase 2/metabolism; Mice; Neoplasm Metastasis; Nude; Prostatic Neoplasms/genetics/metabolism/*pathology; RNA; Small Interfering/pharmacology; src-Family Kinases/metabolism; STAT5 Transcription Factor/antagonists \& inhibitors/genetics/metabolism/*physiology; Xenograft Model Antitumor Assays","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"687B632H","journalArticle","2015","Holzinger, Emily Rose; Szymczak, Silke; Dasgupta, Abhijit; Malley, James; Li, Qing; Bailey-Wilson, Joan E","Variable selection method for the identification of epistatic models.","Pacific Symposium on Biocomputing. Pacific Symposium on Biocomputing","","","10.1142/9789814644730_0020","https://www.worldscientific.com/doi/abs/10.1142/9789814644730_0020","Standard analysis methods for genome wide association studies (GWAS) are not robust to complex disease models, such as interactions between variables with small main effects. These types of effects likely contribute to the heritability of complex human traits. Machine learning methods that are capable of identifying interactions, such as Random Forests (RF), are an alternative analysis approach. One caveat to RF is that there is no standardized method of selecting variables so that false positives are reduced while retaining adequate power. To this end, we have developed a novel variable selection method called relative recurrency variable importance metric (r2VIM). This method incorporates recurrency and variance estimation to assist in optimal threshold selection. For this study, we specifically address how this method performs in data with almost completely epistatic effects (i.e. no marginal effects). Our results show that with appropriate parameter settings, r2VIM can identify interaction effects when the marginal effects are virtually nonexistent. It also outperforms logistic regression, which has essentially no power under this type of model when the number of potential features (genetic variants) is large. (All Supplementary Data can be found here: http://research.nhgri.nih.gov/manuscripts/Bailey-Wilson/r2VIM_epi/).","2015-11","2024-05-29 13:43:03","2024-05-29 13:43:03","","195-206","","","","","","","","","","","WORLD SCIENTIFIC","","","","","","","","","Place: United States Publication title: Biocomputing 2015 tex.owner: abhijit tex.pmcid: PMC4299919 tex.timestamp: 2016.02.06","","","http://dx.doi.org/10.1142/9789814644730_0020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"422DP8QB","journalArticle","2011","Kim, Yoonhee; Li, Qing; Cropp, Cheryl D; Sung, Heejong; Cai, Juanliang; Simpson, Claire L; Perry, Brian; Dasgupta, Abhijit; Malley, James D; Wilson, Alexander F; Bailey-Wilson, Joan E","Performance of random forests and logic regression methods using mini-exome sequence data.","BMC Proceedings","","","","","Machine learning approaches are an attractive option for analyzing large-scale data to detect genetic variants that contribute to variation of a quantitative trait, without requiring specific distributional assumptions. We evaluate two machine learning methods, random forests and logic regression, and compare them to standard simple univariate linear regression, using the Genetic Analysis Workshop 17 mini-exome data. We also apply these methods after collapsing multiple rare variants within genes and within gene pathways. Linear regression and the random forest method performed better when rare variants were collapsed based on genes or gene pathways than when each variant was analyzed separately. Logic regression performed better when rare variants were collapsed based on genes rather than on pathways.","2011","2024-05-29 13:43:03","2024-05-29 13:43:03","","S104","","","5 Suppl 9","","","","","","","","","","","","","","","","","Place: England tex.owner: abhijit tex.pmcid: PMC3287827 tex.timestamp: 2016.02.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8CABZ72Y","journalArticle","2008","Landi, Maria Teresa; Dracheva, Tatiana; Rotunno, Melissa; Figueroa, Jonine D; Liu, Huaitian; Dasgupta, Abhijit; Mann, Felecia E; Fukuoka, Junya; Hames, Megan; Bergen, Andrew W; Murphy, Sharon E; Yang, Ping; Pesatori, Angela C; Consonni, Dario; Bertazzi, Pier Alberto; Wacholder, Sholom; Shih, Joanna H; Caporaso, Neil E; Jen, Jin","Gene expression signature of cigarette smoking and its role in lung adenocarcinoma development and survival.","PloS One","","","","","BACKGROUND: Tobacco smoking is responsible for over 90% of lung cancer cases, and yet the precise molecular alterations induced by smoking in lung that develop into cancer and impact survival have remained obscure. METHODOLOGY/PRINCIPAL FINDINGS: We performed gene expression analysis using HG-U133A Affymetrix chips on 135 fresh frozen tissue samples of adenocarcinoma and paired noninvolved lung tissue from current, former and never smokers, with biochemically validated smoking information. ANOVA analysis adjusted for potential confounders, multiple testing procedure, Gene Set Enrichment Analysis, and GO-functional classification were conducted for gene selection. Results were confirmed in independent adenocarcinoma and non-tumor tissues from two studies. We identified a gene expression signature characteristic of smoking that includes cell cycle genes, particularly those involved in the mitotic spindle formation (e.g., NEK2, TTK, PRC1). Expression of these genes strongly differentiated both smokers from non-smokers in lung tumors and early stage tumor tissue from non-tumor tissue (p¡0.001 and fold-change ¿1.5, for each comparison), consistent with an important role for this pathway in lung carcinogenesis induced by smoking. These changes persisted many years after smoking cessation. NEK2 (p¡0.001) and TTK (p = 0.002) expression in the noninvolved lung tissue was also associated with a 3-fold increased risk of mortality from lung adenocarcinoma in smokers. CONCLUSIONS/SIGNIFICANCE: Our work provides insight into the smoking-related mechanisms of lung neoplasia, and shows that the very mitotic genes known to be involved in cancer development are induced by smoking and affect survival. These genes are candidate targets for chemoprevention and treatment of lung cancer in smokers.","2008","2024-05-29 13:43:03","2024-05-29 13:43:03","","e1651","","","3","","","","","","","","","","","","","","","","","Place: United States tex.owner: abhijit tex.timestamp: 2016.02.06","","","","Humans; Biopsy; Gene Expression Regulation; Neoplastic; *Gene Expression Profiling; *Genes; Adenocarcinoma/*etiology; cdc; Cell Transformation; Lung Neoplasms/*etiology; Smoking/*adverse effects/*genetics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
